symbol,score,vol_score,accum_score,fund_score,current_price,market_cap,sector,industry,max_vol_spike_30d,spike_days_2x,spike_days_3x,vol_trend_ratio,price_30d_return_pct,price_trend,dist_ma200_pct,position_in_52w_range_pct,summary
VVV,100,50,30,20,29.45,4542835200,Consumer Cyclical,Auto & Truck Dealerships,2.62,6,0,1.24,-6.0,dropping,-16.2,1.3,2X spike (6d) | vol trend up | separate spike events | price down + vol up | near 52w low (1% range)
MDT,70,50,5,15,95.88,97767841792,Healthcare,Medical Devices,3.24,2,1,1.09,1.1,flat,7.5,69.0,2X spike (2d) | vol trend up | separate spike events | quiet/consolidating | rev +9%
CMCSA,70,40,15,15,27.44,90734608384,Communication Services,Telecom Services,2.98,3,0,1.07,10.1,rising,-6.5,36.5,2X spike (3d) | vol trend up | near 52w low (36% range) | quiet/consolidating | rev +5%
OWL,70,40,15,15,14.7,16463572992,Financial Services,Asset Management,2.49,2,0,1.01,8.9,rising,-14.4,14.1,2X spike (2d) | vol trend up | near 52w low (14% range) | quiet/consolidating | rev +10%
FOXA,70,50,5,15,73.34,26774427648,Communication Services,Entertainment,3.03,2,1,1.03,14.2,rising,26.6,96.6,2X spike (2d) | vol trend up | separate spike events | quiet/consolidating | rev +2%
BRX,65,40,5,20,25.79,9156004864,Real Estate,REIT - Retail,2.83,1,0,1.07,1.6,flat,1.9,67.2,2X spike (1d) | vol trend up | quiet/consolidating | rev +5% | midcap sweet spot
LLYVK,65,40,5,20,83.33,8809423872,Communication Services,Entertainment,5.04,4,3,1.24,2.7,flat,0.9,54.1,2X spike (4d) | vol trend up | quiet/consolidating | rev +29% | midcap sweet spot
CVNA,65,50,0,15,85.91,61884190720,Consumer Cyclical,Auto & Truck Dealerships,9.74,2,2,1.16,32.9,rising,31.3,83.5,2X spike (2d) | vol trend up | separate spike events | rev +52%
VOYA,65,40,5,20,74.49,7397464064,Financial Services,Financial Conglomerates,2.32,1,0,1.06,10.0,rising,8.0,90.5,2X spike (1d) | vol trend up | quiet/consolidating | rev +3% | midcap sweet spot
AYI,65,40,5,20,364.43,8892347392,Industrials,Electrical Equipment & Parts,3.52,1,1,1.07,6.5,rising,17.5,91.2,2X spike (1d) | vol trend up | quiet/consolidating | rev +5% | midcap sweet spot
LEN,65,40,25,0,102.88,21767843840,Consumer Cyclical,Residential Construction,6.12,7,4,1.37,-8.9,dropping,-11.4,14.5,2X spike (7d) | vol trend up | price down + vol up | near 52w low (15% range)
DCI,65,40,5,20,90.05,9960025088,Industrials,Specialty Industrial Machinery,2.89,1,0,1.17,6.7,rising,19.4,88.4,2X spike (1d) | vol trend up | quiet/consolidating | rev +3% | midcap sweet spot
RCL,65,50,0,15,280.21,73817980928,Consumer Cyclical,Travel Services,2.58,4,0,1.05,14.6,rising,0.6,59.1,2X spike (4d) | vol trend up | separate spike events | rev +11%
TTC,65,40,5,20,79.17,9309401088,Industrials,Tools & Accessories,3.11,5,2,1.27,14.6,rising,8.8,74.7,2X spike (5d) | vol trend up | quiet/consolidating | rev +4% | midcap sweet spot
INGM,65,40,5,20,21.78,6300785664,Technology,Information Technology Services,2.54,1,0,1.0,12.0,rising,9.1,75.1,2X spike (1d) | vol trend up | quiet/consolidating | rev +14% | midcap sweet spot
MELI,65,35,15,15,2020.88,82764169216,Consumer Cyclical,Internet Retail,2.39,2,0,0.99,-1.8,flat,-10.9,34.4,2X spike (2d) | separate spike events | near 52w low (34% range) | quiet/consolidating | rev +49%
CRM,65,35,15,15,265.26,148738539520,Technology,Software - Application,2.4,2,0,0.99,12.4,rising,3.8,31.0,2X spike (2d) | separate spike events | near 52w low (31% range) | quiet/consolidating | rev +12%
RBLX,65,35,15,15,81.81,30006669312,Communication Services,Electronic Gaming & Multimedia,2.03,2,0,0.99,-19.2,dropping,-19.0,31.6,2X spike (2d) | separate spike events | near 52w low (32% range) | quiet/consolidating | rev +39%
NXST,65,40,5,20,203.52,6192996352,Communication Services,Broadcasting,2.57,1,0,1.02,9.4,rising,12.7,80.8,2X spike (1d) | vol trend up | quiet/consolidating | rev +13% | midcap sweet spot
REXR,65,40,20,5,38.78,8391589376,Real Estate,REIT - Industrial,2.16,1,0,1.09,-1.4,flat,4.2,69.7,2X spike (1d) | vol trend up | price down + vol up | quiet/consolidating | midcap sweet spot
FIX,65,50,0,15,946.44,68728160256,Industrials,Engineering & Construction,15.49,2,2,1.31,2.9,flat,43.2,88.2,2X spike (2d) | vol trend up | separate spike events | rev +1%
LLYVA,65,40,5,20,81.25,8610694144,Communication Services,Entertainment,7.53,5,2,1.26,3.6,flat,0.9,54.3,2X spike (5d) | vol trend up | quiet/consolidating | rev +29% | midcap sweet spot
MCHP,65,50,0,15,64.3,53621112832,Technology,Semiconductors,2.83,2,0,1.05,26.2,rising,7.4,73.5,2X spike (2d) | vol trend up | separate spike events | rev +35%
FLEX,65,50,0,15,61.67,52272201728,Technology,Electronic Components,5.88,7,2,1.25,5.0,flat,22.1,77.6,2X spike (7d) | vol trend up | separate spike events | rev +17%
UGI,65,40,5,20,37.35,6929204736,Utilities,Utilities - Regulated Gas,2.86,2,0,1.15,9.8,rising,10.5,88.4,2X spike (2d) | vol trend up | quiet/consolidating | rev +1% | midcap sweet spot
THG,65,40,5,20,183.28,6617400832,Financial Services,Insurance - Property & Casualty,5.12,1,1,1.05,3.7,flat,7.7,91.5,2X spike (1d) | vol trend up | quiet/consolidating | rev +6% | midcap sweet spot
DASH,65,50,0,15,228.13,71427366912,Consumer Cyclical,Internet Retail,3.3,4,1,1.09,8.3,rising,0.6,55.9,2X spike (4d) | vol trend up | separate spike events | rev +33%
MSA,65,40,5,20,162.15,6560378880,Industrials,Security & Protection Services,2.01,1,0,1.03,4.5,flat,-0.0,65.3,2X spike (1d) | vol trend up | quiet/consolidating | rev +10% | midcap sweet spot
BLNK,65,40,25,0,0.64,121431416,Industrials,Engineering & Construction,4.81,5,4,1.11,-54.0,dropping,-42.3,0.7,2X spike (5d) | vol trend up | price down + vol up | near 52w low (1% range)
AM,65,40,5,20,17.46,9936581632,Energy,Oil & Gas Midstream,4.56,1,1,1.04,0.2,flat,1.0,68.3,2X spike (1d) | vol trend up | quiet/consolidating | rev +9% | midcap sweet spot
WSC,65,50,10,5,18.94,5085950464,Industrials,Rental & Leasing Services,3.41,3,1,1.08,17.3,rising,-22.0,17.0,2X spike (3d) | vol trend up | separate spike events | near 52w low (17% range) | midcap sweet spot
CSGP,65,35,15,15,67.86,13381817344,Real Estate,Real Estate Services,3.07,3,1,1.0,1.3,flat,-14.2,16.5,2X spike (3d) | separate spike events | near 52w low (17% range) | quiet/consolidating | rev +22%
WLK,65,50,15,0,74.51,12024338432,Basic Materials,Specialty Chemicals,2.8,2,0,1.15,27.9,rising,-5.2,31.3,2X spike (2d) | vol trend up | separate spike events | near 52w low (31% range) | quiet/consolidating
CERT,65,35,10,20,8.86,967481216,Healthcare,Health Information Services,2.48,2,0,0.99,8.4,rising,-19.4,10.9,2X spike (2d) | separate spike events | near 52w low (11% range) | rev +3% | midcap sweet spot
LEA,65,40,5,20,115.6,6997784576,Consumer Cyclical,Auto Parts,2.55,1,0,1.04,15.0,rising,18.7,93.8,2X spike (1d) | vol trend up | quiet/consolidating | rev +5% | midcap sweet spot
PRI,65,40,5,20,259.3,8561568768,Financial Services,Insurance - Life,5.54,1,1,1.13,2.5,flat,-1.5,48.9,2X spike (1d) | vol trend up | quiet/consolidating | rev +8% | midcap sweet spot
UA,65,50,10,5,4.93,2661812480,Consumer Cyclical,Apparel Manufacturing,5.05,2,1,1.06,21.4,rising,-7.9,25.1,2X spike (2d) | vol trend up | separate spike events | near 52w low (25% range) | midcap sweet spot
SSD,65,40,5,20,164.31,7759099392,Basic Materials,Lumber & Wood Production,2.68,1,0,1.02,4.0,flat,-1.2,46.2,2X spike (1d) | vol trend up | quiet/consolidating | rev +9% | midcap sweet spot
CLVT,65,50,10,5,3.37,1777021824,Technology,Information Technology Services,2.42,3,0,1.15,0.0,flat,-14.5,12.2,2X spike (3d) | vol trend up | separate spike events | near 52w low (12% range) | midcap sweet spot
LAKE,65,40,25,0,8.49,104885960,Consumer Cyclical,Apparel Manufacturing,14.41,9,4,1.49,-41.8,dropping,-44.7,3.7,2X spike (9d) | vol trend up | price down + vol up | near 52w low (4% range)
WWD,65,50,0,15,302.85,22041487360,Industrials,Aerospace & Defense,3.07,2,1,1.13,16.8,rising,26.6,91.6,2X spike (2d) | vol trend up | separate spike events | rev +23%
WY,65,50,15,0,23.78,16966133760,Real Estate,REIT - Specialty,2.21,3,0,1.09,12.6,rising,-3.3,31.3,2X spike (3d) | vol trend up | separate spike events | near 52w low (31% range) | quiet/consolidating
SMG,65,40,5,20,57.16,3553752832,Basic Materials,Agricultural Inputs,2.12,1,0,1.03,6.9,rising,-0.2,43.2,2X spike (1d) | vol trend up | quiet/consolidating | rev +5% | midcap sweet spot
CIEN,65,50,0,15,238.36,77501890560,Technology,Communication Equipment,4.71,2,1,1.11,24.3,rising,99.8,95.2,2X spike (2d) | vol trend up | separate spike events | rev +33%
RBRK,65,50,0,15,77.87,12830185472,Technology,Software - Infrastructure,4.63,3,2,1.19,11.7,rising,-2.6,54.8,2X spike (3d) | vol trend up | separate spike events | rev +46%
LAZ,65,40,5,20,48.99,4732883968,Financial Services,Capital Markets,2.26,2,0,1.06,3.8,flat,3.5,69.7,2X spike (2d) | vol trend up | quiet/consolidating | rev +15% | midcap sweet spot
GEV,65,50,0,15,658.76,279509106688,Industrials,Specialty Industrial Machinery,3.68,2,1,1.03,14.3,rising,24.0,85.1,2X spike (2d) | vol trend up | separate spike events | rev +16%
PINS,65,35,15,15,26.03,11914546176,Communication Services,Internet Content & Information,6.48,2,1,1.0,2.0,flat,-18.3,13.6,2X spike (2d) | separate spike events | near 52w low (14% range) | quiet/consolidating | rev +18%
RL,60,40,5,15,357.68,21736644608,Consumer Cyclical,Apparel Manufacturing,2.51,1,0,1.1,10.9,rising,23.6,90.0,2X spike (1d) | vol trend up | quiet/consolidating | rev +12%
VIK,60,40,5,15,72.12,36876701696,Consumer Cyclical,Travel Services,2.05,1,0,1.1,26.0,rising,31.0,94.2,2X spike (1d) | vol trend up | quiet/consolidating | rev +28%
UNM,60,40,5,15,77.39,12922701824,Financial Services,Insurance - Life,3.52,1,1,1.04,3.2,flat,2.5,72.8,2X spike (1d) | vol trend up | quiet/consolidating | rev +8%
MKTX,60,25,15,20,181.71,5243135488,Financial Services,Capital Markets,3.59,1,1,0.99,5.7,rising,-6.4,36.2,2X spike (1d) | near 52w low (36% range) | quiet/consolidating | rev +12% | midcap sweet spot
KBR,60,40,15,5,40.47,4125745408,Industrials,Engineering & Construction,4.12,1,1,1.02,0.6,flat,-14.6,5.8,2X spike (1d) | vol trend up | near 52w low (6% range) | quiet/consolidating | midcap sweet spot
BMY,60,40,5,15,53.03,114682724352,Healthcare,Drug Manufacturers - General,2.6,1,0,1.01,15.8,rising,13.3,63.5,2X spike (1d) | vol trend up | quiet/consolidating | rev +3%
COLM,60,25,15,20,55.89,3223915520,Consumer Cyclical,Apparel Manufacturing,2.03,1,0,0.86,9.9,rising,-3.8,20.5,2X spike (1d) | near 52w low (20% range) | quiet/consolidating | rev +0% | midcap sweet spot
ARMK,60,40,5,15,37.16,11848647680,Industrials,Specialty Business Services,4.04,2,1,1.05,3.7,flat,-2.4,52.2,2X spike (2d) | vol trend up | quiet/consolidating | rev +6%
FANG,60,40,5,15,150.35,53083820032,Energy,Oil & Gas E&P,2.2,1,0,1.0,3.3,flat,6.4,61.6,2X spike (1d) | vol trend up | quiet/consolidating | rev +4%
XOM,60,40,5,15,120.19,599235035136,Energy,Oil & Gas Integrated,3.05,1,1,1.08,2.8,flat,9.9,97.0,2X spike (1d) | vol trend up | quiet/consolidating | rev +3%
CTSH,60,40,5,15,83.71,24444639232,Technology,Information Technology Services,3.86,1,1,1.01,18.7,rising,13.4,78.8,2X spike (1d) | vol trend up | quiet/consolidating | rev +6%
NTRA,60,40,5,15,229.98,27733295104,Healthcare,Diagnostics & Research,2.75,2,0,1.04,11.6,rising,33.1,86.1,2X spike (2d) | vol trend up | quiet/consolidating | rev +39%
AMT,60,15,30,15,174.97,82244100096,Real Estate,REIT - Specialty,1.93,0,0,1.05,-1.1,flat,-11.1,15.9,vol trend up | price down + vol up | near 52w low (16% range) | quiet/consolidating | rev +7%
BA,60,40,5,15,218.5,187111440384,Industrials,Aerospace & Defense,2.8,1,0,1.03,13.9,rising,6.6,78.7,2X spike (1d) | vol trend up | quiet/consolidating | rev +14%
SNX,60,40,5,15,151.64,19275352064,Technology,Electronics & Computer Distribution,2.86,1,0,1.09,4.2,flat,10.4,80.5,2X spike (1d) | vol trend up | quiet/consolidating | rev +18%
HEI,60,40,5,15,328.14,40811921408,Industrials,Aerospace & Defense,2.92,1,0,1.2,5.6,rising,8.8,90.4,2X spike (1d) | vol trend up | quiet/consolidating | rev +14%
VNT,60,35,5,20,37.83,4236672000,Technology,Scientific & Technical Instruments,2.28,2,0,0.96,9.2,rising,0.7,64.0,2X spike (2d) | separate spike events | quiet/consolidating | rev +1% | midcap sweet spot
PCTY,60,25,15,20,152.98,5941536256,Technology,Software - Application,2.29,1,0,0.88,5.3,rising,-11.2,19.8,2X spike (1d) | near 52w low (20% range) | quiet/consolidating | rev +10% | midcap sweet spot
MPWR,60,40,5,15,920.51,78649270272,Technology,Semiconductors,8.88,1,1,1.05,3.0,flat,16.6,70.9,2X spike (1d) | vol trend up | quiet/consolidating | rev +26%
GEN,60,40,5,15,27.31,13736454144,Technology,Software - Infrastructure,5.17,2,1,1.07,5.0,rising,-1.3,52.8,2X spike (2d) | vol trend up | quiet/consolidating | rev +27%
OHI,60,40,5,15,43.53,14713670656,Real Estate,REIT - Healthcare Facilities,2.26,1,0,1.01,1.4,flat,14.5,88.2,2X spike (1d) | vol trend up | quiet/consolidating | rev +17%
OC,60,40,15,5,111.56,9797880832,Industrials,Building Products & Equipment,6.55,1,1,1.05,14.1,rising,-15.5,16.9,2X spike (1d) | vol trend up | near 52w low (17% range) | quiet/consolidating | midcap sweet spot
BSY,60,25,15,20,38.61,9952378880,Technology,Software - Application,2.38,1,0,0.99,-7.4,dropping,-20.1,10.3,2X spike (1d) | near 52w low (10% range) | quiet/consolidating | rev +14% | midcap sweet spot
FDX,60,40,5,15,289.88,90331742208,Industrials,Integrated Freight & Logistics,3.13,2,1,1.0,10.5,rising,23.8,94.4,2X spike (2d) | vol trend up | quiet/consolidating | rev +8%
JBL,60,40,5,15,231.5,37469257728,Technology,Electronic Components,3.15,1,1,1.07,15.5,rising,18.9,95.7,2X spike (1d) | vol trend up | quiet/consolidating | rev +23%
BWA,60,40,5,15,45.59,12577648640,Consumer Cyclical,Auto Parts,14.09,1,1,1.25,5.7,rising,22.1,97.7,2X spike (1d) | vol trend up | quiet/consolidating | rev +0%
IRDM,60,25,15,20,17.4,4383472128,Communication Services,Telecom Services,6.59,1,1,0.94,8.5,rising,-23.0,11.0,2X spike (1d) | near 52w low (11% range) | quiet/consolidating | rev +2% | midcap sweet spot
MSCI,60,40,5,15,579.96,42576187392,Financial Services,Financial Data & Stock Exchanges,2.65,1,0,1.03,4.4,flat,4.4,69.1,2X spike (1d) | vol trend up | quiet/consolidating | rev +14%
NDAQ,60,40,5,15,97.87,50282233856,Financial Services,Financial Data & Stock Exchanges,3.14,1,1,1.11,14.9,rising,13.6,96.0,2X spike (1d) | vol trend up | quiet/consolidating | rev +14%
TRV,60,40,5,15,291.32,63376625664,Financial Services,Insurance - Property & Casualty,2.18,1,0,1.01,3.2,flat,8.9,95.2,2X spike (1d) | vol trend up | quiet/consolidating | rev +1%
THO,60,40,0,20,103.04,4060405760,Consumer Cyclical,Recreational Vehicles,2.84,1,0,1.14,8.2,rising,11.7,76.5,2X spike (1d) | vol trend up | rev +5% | midcap sweet spot
NDSN,60,40,5,15,243.21,15816324096,Industrials,Specialty Industrial Machinery,4.94,5,2,1.29,7.5,rising,12.9,92.4,2X spike (5d) | vol trend up | quiet/consolidating | rev +9%
FTV,60,40,5,15,55.88,18422751232,Technology,Scientific & Technical Instruments,3.79,1,1,1.03,10.9,rising,9.0,61.7,2X spike (1d) | vol trend up | quiet/consolidating | rev +8%
BAM,60,40,5,15,52.16,81516273664,Financial Services,Asset Management,2.08,1,0,1.01,7.6,rising,-3.5,53.3,2X spike (1d) | vol trend up | quiet/consolidating | rev +24%
PRMB,60,25,15,20,16.34,8429436928,Consumer Defensive,Beverages - Non-Alcoholic,2.44,1,0,0.93,5.8,rising,-35.8,10.3,2X spike (1d) | near 52w low (10% range) | quiet/consolidating | rev +1% | midcap sweet spot
EXP,60,40,15,5,209.89,6614893568,Basic Materials,Building Materials,4.49,1,1,1.02,5.7,rising,-4.8,25.7,2X spike (1d) | vol trend up | near 52w low (26% range) | quiet/consolidating | midcap sweet spot
NLY,60,40,5,15,21.59,16568071168,Real Estate,REIT - Mortgage,3.26,1,1,1.05,7.1,rising,16.1,95.6,2X spike (1d) | vol trend up | quiet/consolidating | rev +49%
MANH,60,25,15,20,174.75,8461721600,Technology,Software - Application,2.29,1,0,0.9,2.2,flat,-8.6,21.4,2X spike (1d) | near 52w low (21% range) | quiet/consolidating | rev +7% | midcap sweet spot
QSR,60,40,5,15,68.15,36374614016,Consumer Cyclical,Restaurants,3.09,1,1,1.05,1.9,flat,4.2,73.1,2X spike (1d) | vol trend up | quiet/consolidating | rev +7%
ARES,60,40,5,15,161.04,41737326592,Financial Services,Asset Management,18.4,2,2,1.32,15.6,rising,0.8,63.2,2X spike (2d) | vol trend up | quiet/consolidating | rev +28%
MLI,60,40,5,15,116.04,15571659776,Industrials,Metal Fabrication,5.26,1,1,1.06,11.3,rising,28.5,95.2,2X spike (1d) | vol trend up | quiet/consolidating | rev +19%
MO,60,40,5,15,56.82,113752989696,Consumer Defensive,Tobacco,4.13,1,1,1.0,1.2,flat,-1.6,56.4,2X spike (1d) | vol trend up | quiet/consolidating | rev +5%
GOOG,60,40,5,15,314.33,4810436771840,Communication Services,Internet Content & Information,2.37,2,0,1.12,10.2,rising,44.7,92.5,2X spike (2d) | vol trend up | quiet/consolidating | rev +22%
VRTX,60,40,5,15,453.74,109090652160,Healthcare,Biotechnology,3.82,1,1,1.0,4.5,flat,3.1,58.0,2X spike (1d) | vol trend up | quiet/consolidating | rev +8%
INGR,60,40,15,5,109.56,6765570048,Consumer Defensive,Packaged Foods,3.95,1,1,1.07,3.9,flat,-11.1,23.6,2X spike (1d) | vol trend up | near 52w low (24% range) | quiet/consolidating | midcap sweet spot
MCD,60,40,5,15,306.32,195921985536,Consumer Cyclical,Restaurants,2.3,1,0,1.04,1.6,flat,1.6,73.3,2X spike (1d) | vol trend up | quiet/consolidating | rev +9%
HALO,60,35,5,20,67.7,7596572672,Healthcare,Biotechnology,2.7,3,0,0.99,-4.1,flat,6.4,63.1,2X spike (3d) | separate spike events | quiet/consolidating | rev +52% | midcap sweet spot
FER,60,40,5,15,64.92,50500628480,Industrials,Engineering & Construction,36.82,2,1,1.51,3.1,flat,18.6,89.0,2X spike (2d) | vol trend up | quiet/consolidating | rev +6%
C,60,40,5,15,116.05,214135193600,Financial Services,Banks - Diversified,2.86,1,0,1.02,19.4,rising,32.2,91.8,2X spike (1d) | vol trend up | quiet/consolidating | rev +16%
KRMN,60,40,0,20,74.62,8062899712,Industrials,Aerospace & Defense,4.76,1,1,1.11,28.0,rising,36.2,77.7,2X spike (1d) | vol trend up | rev +47% | midcap sweet spot
GWW,60,40,5,15,1019.16,58247294976,Industrials,Industrial Distribution,3.03,1,1,1.03,10.6,rising,2.2,55.2,2X spike (1d) | vol trend up | quiet/consolidating | rev +10%
GAP,60,40,0,20,25.56,8538000384,Consumer Cyclical,Apparel Retail,2.38,1,0,1.03,9.0,rising,15.6,76.0,2X spike (1d) | vol trend up | rev +2% | midcap sweet spot
SRE,60,40,20,0,88.47,59832250368,Utilities,Utilities - Diversified,3.48,1,1,1.06,-2.7,flat,10.9,82.8,2X spike (1d) | vol trend up | price down + vol up | quiet/consolidating
GOOGL,60,40,5,15,313.63,4855869472768,Communication Services,Internet Content & Information,2.44,3,0,1.13,10.2,rising,45.1,92.2,2X spike (3d) | vol trend up | quiet/consolidating | rev +22%
TSN,60,40,5,15,58.71,24078608384,Consumer Defensive,Farm Products,3.02,1,1,1.0,12.4,rising,7.1,72.2,2X spike (1d) | vol trend up | quiet/consolidating | rev +4%
ZM,60,40,5,15,86.3,32188723200,Technology,Software - Application,4.12,2,2,1.1,5.4,rising,8.4,81.0,2X spike (2d) | vol trend up | quiet/consolidating | rev +5%
PPG,60,40,5,15,103.09,24432068608,Basic Materials,Specialty Chemicals,2.02,1,0,1.02,8.7,rising,-1.9,46.1,2X spike (1d) | vol trend up | quiet/consolidating | rev +7%
NVST,60,35,5,20,21.91,3944524800,Healthcare,Medical Instruments & Supplies,2.22,2,0,0.99,14.7,rising,13.1,90.9,2X spike (2d) | separate spike events | quiet/consolidating | rev +14% | midcap sweet spot
O,60,40,5,15,55.79,57739935744,Real Estate,REIT - Retail,2.45,1,0,1.06,0.5,flat,1.1,71.3,2X spike (1d) | vol trend up | quiet/consolidating | rev +12%
NTAP,60,40,5,15,107.34,23371120640,Technology,Software - Infrastructure,2.45,1,0,1.07,1.5,flat,2.5,67.8,2X spike (1d) | vol trend up | quiet/consolidating | rev +4%
MORN,60,25,15,20,216.86,6719550464,Financial Services,Financial Data & Stock Exchanges,2.93,1,0,0.98,5.1,rising,-16.5,11.1,2X spike (1d) | near 52w low (11% range) | quiet/consolidating | rev +11% | midcap sweet spot
PRGO,60,40,15,5,13.63,1620286720,Healthcare,Drug Manufacturers - Specialty & Generic,9.55,1,1,1.2,2.8,flat,-38.0,10.0,2X spike (1d) | vol trend up | near 52w low (10% range) | quiet/consolidating | midcap sweet spot
TJX,60,40,5,15,154.91,169587671040,Consumer Cyclical,Apparel Retail,2.6,4,0,1.11,7.0,rising,15.7,94.7,2X spike (4d) | vol trend up | quiet/consolidating | rev +8%
HLNE,60,25,15,20,135.1,4963984896,Financial Services,Asset Management,3.04,1,1,0.98,7.5,rising,-4.2,37.0,2X spike (1d) | near 52w low (37% range) | quiet/consolidating | rev +18% | midcap sweet spot
VNO,60,40,15,5,33.69,6586110976,Real Estate,REIT - Office,2.15,1,0,1.02,4.1,flat,-8.7,30.3,2X spike (1d) | vol trend up | near 52w low (30% range) | quiet/consolidating | midcap sweet spot
MLM,60,40,5,15,630.65,35449896960,Basic Materials,Building Materials,2.33,1,0,1.06,7.2,rising,9.7,85.3,2X spike (1d) | vol trend up | quiet/consolidating | rev +17%
CZR,60,25,15,20,23.52,5711101440,Consumer Cyclical,Resorts & Casinos,2.71,1,0,0.86,14.1,rising,-8.4,24.2,2X spike (1d) | near 52w low (24% range) | quiet/consolidating | rev +3% | midcap sweet spot
ESI,60,40,5,15,25.21,10694355968,Basic Materials,Specialty Chemicals,2.56,2,0,1.04,1.6,flat,5.7,76.8,2X spike (2d) | vol trend up | quiet/consolidating | rev +42%
NYT,60,40,5,15,69.38,12853518336,Communication Services,Publishing,2.23,1,0,1.01,10.8,rising,23.1,94.5,2X spike (1d) | vol trend up | quiet/consolidating | rev +13%
COO,60,40,5,15,82.47,11706863616,Healthcare,Medical Instruments & Supplies,3.59,1,1,1.16,15.6,rising,10.7,53.8,2X spike (1d) | vol trend up | quiet/consolidating | rev +6%
ALLE,60,40,5,15,160.52,11547201536,Industrials,Security & Protection Services,3.28,1,1,1.05,0.7,flat,4.2,69.7,2X spike (1d) | vol trend up | quiet/consolidating | rev +10%
DIS,60,40,5,15,114.79,187577958400,Communication Services,Entertainment,2.21,1,0,1.08,9.3,rising,5.1,79.7,2X spike (1d) | vol trend up | quiet/consolidating | rev +6%
DXC,60,40,15,5,14.89,1600836608,Technology,Information Technology Services,2.01,1,0,1.05,19.5,rising,2.1,25.7,2X spike (1d) | vol trend up | near 52w low (26% range) | quiet/consolidating | midcap sweet spot
GEHC,60,40,5,15,83.26,28871981056,Healthcare,Medical Devices,2.44,3,0,1.03,18.0,rising,12.0,69.4,2X spike (3d) | vol trend up | quiet/consolidating | rev +7%
PRU,60,40,5,15,112.17,35013844992,Financial Services,Insurance - Life,2.01,1,0,1.03,11.3,rising,9.8,85.3,2X spike (1d) | vol trend up | quiet/consolidating | rev +15%
L,60,40,5,15,106.13,21502846976,Financial Services,Insurance - Property & Casualty,2.07,1,0,1.11,2.0,flat,12.0,90.5,2X spike (1d) | vol trend up | quiet/consolidating | rev +1%
SCHW,60,40,5,15,99.85,155263369216,Financial Services,Capital Markets,2.58,1,0,1.03,9.4,rising,11.5,95.3,2X spike (1d) | vol trend up | quiet/consolidating | rev +16%
JCI,60,40,5,15,120.57,85123325952,Industrials,Building Products & Equipment,3.88,1,1,1.09,3.9,flat,17.1,94.9,2X spike (1d) | vol trend up | quiet/consolidating | rev +8%
ALL,60,40,5,15,208.05,54869270528,Financial Services,Insurance - Property & Casualty,2.98,1,0,1.09,0.4,flat,4.2,86.2,2X spike (1d) | vol trend up | quiet/consolidating | rev +3%
SAIL,60,40,0,20,20.81,6937132032,Technology,Software - Infrastructure,2.55,2,0,1.06,12.5,rising,2.8,51.0,2X spike (2d) | vol trend up | rev +23% | midcap sweet spot
RJF,60,40,5,15,161.4,30076299264,Financial Services,Asset Management,3.38,1,1,1.02,4.6,flat,4.4,75.8,2X spike (1d) | vol trend up | quiet/consolidating | rev +13%
BAC,60,40,5,15,54.97,364126076928,Financial Services,Banks - Diversified,2.43,2,0,1.01,7.9,rising,17.2,94.7,2X spike (2d) | vol trend up | quiet/consolidating | rev +8%
AIT,60,40,5,15,260.68,11415693312,Industrials,Industrial Distribution,4.6,1,1,1.0,8.5,rising,5.7,76.8,2X spike (1d) | vol trend up | quiet/consolidating | rev +7%
LFUS,60,40,5,15,256.8,11557787648,Technology,Electronic Components,2.33,1,0,1.04,9.4,rising,11.0,87.3,2X spike (1d) | vol trend up | quiet/consolidating | rev +18%
AME,60,40,5,15,206.7,53266776064,Industrials,Specialty Industrial Machinery,2.88,1,0,1.03,8.5,rising,13.4,95.3,2X spike (1d) | vol trend up | quiet/consolidating | rev +11%
TDC,60,35,5,20,30.89,2972619008,Technology,Software - Infrastructure,2.72,2,0,0.92,18.2,rising,33.5,85.3,2X spike (2d) | separate spike events | quiet/consolidating | rev +6% | midcap sweet spot
WTW,60,40,5,15,331.56,24212682752,Financial Services,Insurance Brokers,3.17,1,1,1.02,4.7,flat,4.1,68.8,2X spike (1d) | vol trend up | quiet/consolidating | rev +8%
ADC,60,35,5,20,71.57,9180735488,Real Estate,REIT - Retail,3.13,2,1,0.99,-1.0,flat,0.3,62.9,2X spike (2d) | separate spike events | quiet/consolidating | rev +19% | midcap sweet spot
CASY,60,40,5,15,560.69,31858657280,Consumer Cyclical,Specialty Retail,2.27,1,0,1.05,4.7,flat,11.1,93.0,2X spike (1d) | vol trend up | quiet/consolidating | rev +0%
FIVE,60,40,5,15,188.59,12337957888,Consumer Cyclical,Specialty Retail,3.22,2,1,1.08,27.7,rising,44.3,97.2,2X spike (2d) | vol trend up | quiet/consolidating | rev +24%
TIGO,60,40,5,15,52.95,13475357696,Communication Services,Telecom Services,3.9,2,2,1.12,2.9,flat,35.3,96.6,2X spike (2d) | vol trend up | quiet/consolidating | rev +16%
CBSH,60,25,15,20,52.54,7564376576,Financial Services,Banks - Regional,3.33,1,1,0.98,8.6,rising,-6.1,27.5,2X spike (1d) | near 52w low (27% range) | quiet/consolidating | rev +17% | midcap sweet spot
JNJ,60,40,5,15,205.82,532765245440,Healthcare,Drug Manufacturers - General,2.91,1,0,1.07,4.3,flat,20.4,89.5,2X spike (1d) | vol trend up | quiet/consolidating | rev +10%
